lid,X3857,Y3857,kind,trigger,forest_type,slope,chm
bg_33939,13417789.342710642,2798385.498311089,bg,BG,__NONFOREST__,,0
bg_33940,13528280.286523676,2742739.4905283726,bg,BG,竹林,13.986,11
bg_33941,13527205.78581889,2673674.416786093,bg,BG,__NONFOREST__,,0
bg_33942,13417632.319766408,2794122.6738612214,bg,BG,__NONFOREST__,,0
bg_33943,13432435.109735245,2885390.850152324,bg,BG,__NONFOREST__,0.0,0
bg_33944,13364619.243047612,2804369.4643069594,bg,BG,__NONFOREST__,0.0,-1
bg_33945,13510794.379206032,2791905.773825917,bg,BG,針葉樹林型,25.682,16
bg_33946,13374686.936920917,2884160.870994916,bg,BG,__NONFOREST__,0.0,-1
bg_33947,13564285.806032328,2827119.857552876,bg,BG,闊葉樹林型,32.052,6
bg_33948,13520800.884385698,2728923.4783018315,bg,BG,__NONFOREST__,1.432,0
bg_33949,13472891.309770536,2790399.402792643,bg,BG,針葉樹林型,38.919,15
bg_33950,13472703.990810996,2617045.4008479184,bg,BG,闊葉樹林型,39.052,16
bg_33951,13517891.210310431,2612193.511960896,bg,BG,__NONFOREST__,0.0,0
bg_33952,13578323.811970511,2866847.5968530416,bg,BG,__NONFOREST__,,0
bg_33953,13440192.335490506,2792423.6757107,bg,BG,__NONFOREST__,0.0,13
bg_33954,13542398.64462403,2625597.356425768,bg,BG,__NONFOREST__,0.0,-1
bg_33955,13400744.378103,2741723.0768566923,bg,BG,__NONFOREST__,0.0,0
bg_33956,13499207.800454864,2561846.7481194925,bg,BG,__NONFOREST__,0.0,0
bg_33957,13395140.924250856,2663360.736423999,bg,BG,__NONFOREST__,0.0,5
bg_33958,13488799.300374037,2555539.3106825766,bg,BG,__NONFOREST__,,0
bg_33959,13528502.457791643,2588422.920904219,bg,BG,__NONFOREST__,,0
bg_33960,13523808.801965874,2870017.3488485035,bg,BG,闊葉樹林型,29.163,13
bg_33961,13499135.197782038,2562992.982953601,bg,BG,__NONFOREST__,0.0,0
bg_33962,13575013.969349958,2676625.820166103,bg,BG,__NONFOREST__,0.0,-1
bg_33963,13479264.83807836,2725862.6726217456,bg,BG,闊葉樹林型,52.78,21
bg_33964,13437209.564884134,2537453.9408435603,bg,BG,闊葉樹林型,4.045,7
bg_33965,13369510.082090262,2788648.6567396224,bg,BG,__NONFOREST__,0.0,-1
bg_33966,13409799.66181655,2744127.8577261604,bg,BG,__NONFOREST__,0.0,0
bg_33967,13378156.170401672,2572237.952818647,bg,BG,__NONFOREST__,0.0,-1
bg_33968,13540500.402048629,2642291.087538602,bg,BG,__NONFOREST__,0.0,0
bg_33969,13557139.855259895,2505983.282397006,bg,BG,__NONFOREST__,,-1
bg_33970,13528535.874598503,2615311.2802841323,bg,BG,__NONFOREST__,0.0,0
bg_33971,13549653.775089037,2827158.620616763,bg,BG,闊葉樹林型,33.707,6
bg_33972,13472871.08002642,2558095.3406062773,bg,BG,__NONFOREST__,,0
bg_33973,13527508.58518245,2827348.132158021,bg,BG,闊葉樹林型,33.855,6
bg_33974,13363545.173370084,2862988.066076352,bg,BG,__NONFOREST__,0.0,-1
bg_33975,13495973.178970996,2705722.235661792,bg,BG,針葉樹林型,20.556,8
bg_33976,13483670.796905307,2863175.3001181157,bg,BG,__NONFOREST__,1.132,0
bg_33977,13543524.589113466,2871787.986560459,bg,BG,闊葉樹林型,16.835,3
bg_33978,13406040.399206849,2848833.3249594527,bg,BG,__NONFOREST__,0.0,-1
bg_33979,13493863.24720982,2607330.101806131,bg,BG,__NONFOREST__,,0
bg_33980,13501460.05077007,2661725.3739927188,bg,BG,__NONFOREST__,1.132,0
bg_33981,13480307.41922052,2643588.350149713,bg,BG,闊葉樹林型,44.262,14
bg_33982,13390100.760571884,2772268.31692976,bg,BG,__NONFOREST__,,0
bg_33983,13394612.846049238,2842804.510070266,bg,BG,__NONFOREST__,0.0,-1
bg_33984,13535326.898686724,2740072.9882052992,bg,BG,__NONFOREST__,23.728,0
bg_33985,13384117.064308211,2812048.912385145,bg,BG,__NONFOREST__,0.0,-1
bg_33986,13573249.585889325,2841906.6383375013,bg,BG,__NONFOREST__,,0
bg_33987,13545865.24528978,2627620.351402792,bg,BG,__NONFOREST__,0.0,-1
bg_33988,13535107.060186982,2837102.159634409,bg,BG,闊葉樹林型,41.147,5
bg_33989,13570058.395404804,2830327.4715724643,bg,BG,__NONFOREST__,,0
bg_33990,13450136.27014752,2846477.0741539835,bg,BG,__NONFOREST__,,0
bg_33991,13463075.421473024,2563503.454303405,bg,BG,__NONFOREST__,,0
bg_33992,13364954.336934227,2521872.5041610007,bg,BG,__NONFOREST__,0.0,-1
bg_33993,13456515.642456796,2698070.4397153496,bg,BG,針葉樹林型,39.438,6
bg_33994,13483462.791100424,2823011.560556162,bg,BG,針葉樹林型,36.296,22
bg_33995,13492596.92399292,2580786.1751798075,bg,BG,__NONFOREST__,,0
bg_33996,13403752.775060931,2587557.1724115773,bg,BG,__NONFOREST__,0.0,0
bg_33997,13539998.145086296,2536334.001719048,bg,BG,__NONFOREST__,0.0,0
bg_33998,13556928.729652053,2572195.1696633566,bg,BG,__NONFOREST__,0.0,-1
bg_33999,13563876.37686978,2903688.26629446,bg,BG,__NONFOREST__,,0
bg_34000,13463693.224680107,2794899.574326537,bg,BG,竹林,35.767,3
bg_34001,13534521.930787416,2535046.8414908,bg,BG,__NONFOREST__,0.0,0
bg_34002,13477652.06759226,2610434.299598152,bg,BG,__NONFOREST__,22.633,13
bg_34003,13469534.437289651,2737253.601119835,bg,BG,闊葉樹林型,42.087,18
bg_34004,13365233.420306426,2558428.359758521,bg,BG,__NONFOREST__,0.0,-1
bg_34005,13381980.600372856,2849971.226817108,bg,BG,__NONFOREST__,0.0,-1
bg_34006,13424272.195407009,2732754.170039288,bg,BG,__NONFOREST__,1.132,0
bg_34007,13372834.55937185,2897756.0323413312,bg,BG,__NONFOREST__,0.0,-1
bg_34008,13436108.761743166,2629677.468142685,bg,BG,闊葉樹林型,35.619,7
bg_34009,13474254.385904294,2708326.277791662,bg,BG,闊葉樹林型,39.027,14
bg_34010,13432014.437772682,2688699.200415692,bg,BG,__NONFOREST__,21.191,8
bg_34011,13577071.333727974,2907030.253258849,bg,BG,__NONFOREST__,,0
bg_34012,13366387.060781496,2561074.5054979054,bg,BG,__NONFOREST__,0.0,-1
bg_34013,13539942.486130726,2895224.3819456683,bg,BG,闊葉樹林型,41.833,9
bg_34014,13460252.169889078,2841400.138723708,bg,BG,__NONFOREST__,5.151,12
bg_34015,13565321.290356696,2639668.7766324403,bg,BG,__NONFOREST__,0.0,-1
bg_34016,13369127.412928604,2821468.0550284777,bg,BG,__NONFOREST__,0.0,-1
bg_34017,13501377.493865868,2579752.264228704,bg,BG,__NONFOREST__,0.0,0
bg_34018,13510918.909518825,2820101.830060697,bg,BG,針闊葉樹混淆,42.027,20
bg_34019,13359227.317149326,2901763.2129361187,bg,BG,__NONFOREST__,0.0,-1
bg_34020,13452360.439415542,2902063.480457633,bg,BG,__NONFOREST__,0.0,-1
bg_34021,13545402.418652164,2781038.119702109,bg,BG,闊葉樹林型,63.759,15
bg_34022,13480207.91227311,2646165.072410052,bg,BG,闊葉樹林型,48.187,22
bg_34023,13373448.68595802,2791574.2182887755,bg,BG,__NONFOREST__,0.0,-1
bg_34024,13566859.288689855,2755570.5166206216,bg,BG,__NONFOREST__,0.0,0
bg_34025,13518932.559741462,2578465.4626387428,bg,BG,__NONFOREST__,,-1
bg_34026,13375716.454787502,2718744.385296722,bg,BG,__NONFOREST__,0.0,0
bg_34027,13438021.024552912,2880318.47483044,bg,BG,__NONFOREST__,0.0,0
bg_34028,13377086.966587815,2550436.1255804407,bg,BG,__NONFOREST__,0.0,-1
bg_34029,13556372.862256473,2912162.510818753,bg,BG,__NONFOREST__,,0
bg_34030,13525323.318799796,2834993.0925511084,bg,BG,針葉樹林型,23.638,11
bg_34031,13424441.37967486,2630101.904653791,bg,BG,闊葉樹林型,26.768,8
bg_34032,13478952.824757062,2540292.0710380306,bg,BG,__NONFOREST__,0.0,-1
bg_34033,13539026.285307636,2773736.914866721,bg,BG,闊葉樹林型,19.544,9
bg_34034,13398203.926187832,2833391.616210913,bg,BG,__NONFOREST__,0.0,-1
bg_34035,13552159.825932734,2505736.162812592,bg,BG,__NONFOREST__,,-1
bg_34036,13538073.119837165,2885803.825167634,bg,BG,__NONFOREST__,28.384,9
bg_34037,13376148.29905728,2566946.570084688,bg,BG,__NONFOREST__,0.0,-1
bg_34038,13430779.308645496,2509032.2674726765,bg,BG,__NONFOREST__,,0
bg_34039,13492468.279461907,2529383.6634974503,bg,BG,__NONFOREST__,0.0,-1
bg_34040,13466828.368024029,2881922.6224683537,bg,BG,__NONFOREST__,,0
bg_34041,13517588.12558916,2730611.6810091985,bg,BG,闊葉樹林型,31.824,13
bg_34042,13363871.909447314,2898197.605392855,bg,BG,__NONFOREST__,0.0,-1
bg_34043,13463241.366308168,2787945.387790005,bg,BG,闊葉樹林型,40.368,15
bg_34044,13361680.359077629,2910240.3713719,bg,BG,__NONFOREST__,0.0,-1
bg_34045,13401316.436861403,2629961.7674971567,bg,BG,竹闊混淆林,9.23,0
bg_34046,13544541.39134586,2514866.109571229,bg,BG,__NONFOREST__,,-1
bg_34047,13567890.866301706,2835055.256900676,bg,BG,__NONFOREST__,,0
bg_34048,13434342.521629678,2528803.036444683,bg,BG,__NONFOREST__,,0
bg_34049,13511999.231244031,2830734.6507684253,bg,BG,闊葉樹林型,26.853,22
bg_34050,13502311.665566,2512142.2098168014,bg,BG,__NONFOREST__,0.0,0
bg_34051,13492620.936884344,2570199.6986483824,bg,BG,__NONFOREST__,0.0,0
bg_34052,13547818.589647517,2823267.346726983,bg,BG,闊葉樹林型,29.607,13
bg_34053,13408669.764368655,2863392.7702086275,bg,BG,__NONFOREST__,0.0,-1
bg_34054,13515130.62593644,2762867.4654487567,bg,BG,針葉樹林型,37.161,11
bg_34055,13467403.201582637,2688975.3131810944,bg,BG,針葉樹林型,27.902,19
bg_34056,13520834.861441877,2758127.4790154826,bg,BG,針闊葉樹混淆,41.789,15
bg_34057,13453188.475943632,2517905.5055374373,bg,BG,闊葉樹林型,38.673,21
bg_34058,13439550.208355026,2752633.920981513,bg,BG,__NONFOREST__,1.432,0
bg_34059,13557142.93006064,2549379.217202313,bg,BG,__NONFOREST__,0.0,-1
bg_34060,13405311.529011456,2848911.8264346803,bg,BG,__NONFOREST__,0.0,-1
bg_34061,13536218.96769238,2856325.451311552,bg,BG,針葉樹林型,46.129,17
bg_34062,13415448.134431368,2525833.947849073,bg,BG,__NONFOREST__,0.0,-1
bg_34063,13381081.235940764,2800500.343283046,bg,BG,__NONFOREST__,0.0,-1
bg_34064,13432252.409874154,2705372.90400495,bg,BG,__NONFOREST__,36.986,0
bg_34065,13394745.042107647,2877908.6945626307,bg,BG,__NONFOREST__,0.0,-1
bg_34066,13378947.829368142,2789910.24096576,bg,BG,__NONFOREST__,0.0,-1
bg_34067,13478728.435969276,2825537.398712182,bg,BG,闊葉樹林型,38.959,22
bg_34068,13383764.509970604,2893669.5296405125,bg,BG,__NONFOREST__,0.0,-1
bg_34069,13511373.538486078,2780971.011830564,bg,BG,針闊葉樹混淆,46.583,11
bg_34070,13420305.688111732,2525816.7596615017,bg,BG,__NONFOREST__,0.0,-1
bg_34071,13494552.6187987,2667029.906735896,bg,BG,闊葉樹林型,51.892,7
bg_34072,13408736.378812771,2502702.097738605,bg,BG,__NONFOREST__,0.0,-1
bg_34073,13417775.110028245,2840073.0555707067,bg,BG,__NONFOREST__,0.0,-1
bg_34074,13508127.68696626,2748003.952085988,bg,BG,針闊葉樹混淆,47.859,11
bg_34075,13475309.73649221,2589608.838577733,bg,BG,__NONFOREST__,,0
bg_34076,13431035.943626748,2515067.0024099248,bg,BG,__NONFOREST__,,0
bg_34077,13554044.614847325,2902874.2299253293,bg,BG,__NONFOREST__,,0
bg_34078,13498488.555178553,2760757.240628132,bg,BG,針葉樹林型,32.893,22
bg_34079,13414279.078795783,2597420.3292603204,bg,BG,__NONFOREST__,0.0,0
bg_34080,13494281.305195378,2862196.52899629,bg,BG,__NONFOREST__,1.132,0
bg_34081,13548617.746116333,2538371.003746486,bg,BG,__NONFOREST__,0.0,-1
bg_34082,13523510.294338528,2642446.188284608,bg,BG,__NONFOREST__,,0
bg_34083,13430212.992897363,2612883.9083795794,bg,BG,闊葉樹林型,27.726,8
bg_34084,13479535.346210662,2666565.405410605,bg,BG,闊葉樹林型,60.759,28
bg_34085,13372219.93298298,2775285.330668865,bg,BG,__NONFOREST__,0.0,-1
bg_34086,13537002.170696016,2803077.8003056347,bg,BG,闊葉樹林型,50.326,4
bg_34087,13469574.212143416,2635046.7749184035,bg,BG,闊葉樹林型,39.211,0
bg_34088,13568010.009696295,2837156.3357202406,bg,BG,__NONFOREST__,,0
bg_34089,13374516.056524236,2561316.5588527485,bg,BG,__NONFOREST__,0.0,-1
bg_34090,13373042.700857092,2854708.8098630235,bg,BG,__NONFOREST__,0.0,-1
bg_34091,13491525.01066147,2575264.1911555314,bg,BG,__NONFOREST__,,0
bg_34092,13580408.819359694,2792267.396398813,bg,BG,__NONFOREST__,0.0,-1
bg_34093,13533502.26520842,2505572.3192797904,bg,BG,__NONFOREST__,,0
bg_34094,13371858.658880102,2669300.953327672,bg,BG,__NONFOREST__,0.0,0
bg_34095,13481177.943117185,2828653.3295991947,bg,BG,竹林,28.294,20
bg_34096,13364297.39028153,2585101.1350921625,bg,BG,__NONFOREST__,0.0,0
bg_34097,13539061.37331363,2708052.0781557453,bg,BG,__NONFOREST__,0.0,0
bg_34098,13435086.57275248,2563508.715836693,bg,BG,闊葉樹林型,28.284,6
bg_34099,13385679.362369685,2599963.9359999346,bg,BG,__NONFOREST__,,0
bg_34100,13463814.10344004,2627757.656713461,bg,BG,闊葉樹林型,39.044,14
bg_34101,13541832.837440768,2883751.707927073,bg,BG,__NONFOREST__,11.69,7
bg_34102,13552091.843981612,2846135.036189553,bg,BG,__NONFOREST__,3.2,0
bg_34103,13559627.785244055,2556311.825011472,bg,BG,__NONFOREST__,0.0,-1
bg_34104,13443209.71717164,2903760.7128832,bg,BG,__NONFOREST__,0.0,-1
bg_34105,13407358.52206211,2560845.304735063,bg,BG,__NONFOREST__,,0
bg_34106,13386970.185596475,2667454.4236913538,bg,BG,__NONFOREST__,0.506,0
bg_34107,13362727.627792304,2628549.71223295,bg,BG,__NONFOREST__,,0
bg_34108,13527556.590420144,2775679.0197042148,bg,BG,__NONFOREST__,11.18,0
bg_34109,13442301.100816453,2853063.3468159847,bg,BG,__NONFOREST__,0.0,0
bg_34110,13376158.356068809,2515894.2719372925,bg,BG,__NONFOREST__,0.0,-1
bg_34111,13484866.85673267,2757997.793078656,bg,BG,闊葉樹林型,42.282,19
bg_34112,13497616.933562206,2838240.240679304,bg,BG,__NONFOREST__,32.841,0
bg_34113,13494553.637442982,2571106.688902389,bg,BG,__NONFOREST__,0.0,0
bg_34114,13535212.033665994,2911071.1694006813,bg,BG,__NONFOREST__,14.507,14
bg_34115,13424512.375631634,2750959.611696957,bg,BG,__NONFOREST__,2.264,0
bg_34116,13528126.879464297,2503543.099843156,bg,BG,__NONFOREST__,,-1
bg_34117,13365642.8805841,2616981.719796968,bg,BG,__NONFOREST__,,0
bg_34118,13444114.072933769,2526585.1290291995,bg,BG,__NONFOREST__,7.486,2
bg_34119,13440025.404403403,2553170.1070546918,bg,BG,闊葉樹林型,29.651,6
bg_34120,13557389.966707883,2559795.022002308,bg,BG,__NONFOREST__,0.0,-1
bg_34121,13548262.841227548,2661880.2161452104,bg,BG,__NONFOREST__,0.0,-1
bg_34122,13564290.158046074,2738782.6363001745,bg,BG,__NONFOREST__,0.0,-1
bg_34123,13439195.994558385,2697659.922219178,bg,BG,__NONFOREST__,30.834,8
bg_34124,13541264.562814388,2823121.267473548,bg,BG,針葉樹林型,30.79,22
bg_34125,13427491.570773136,2771934.4175182325,bg,BG,__NONFOREST__,6.458,0
bg_34126,13521003.258716218,2600354.3301908365,bg,BG,__NONFOREST__,0.0,0
bg_34127,13418699.057157258,2734925.134970501,bg,BG,__NONFOREST__,0.0,0
bg_34128,13456444.430056185,2621236.697008321,bg,BG,闊葉樹林型,33.209,24
bg_34129,13550993.466822743,2714628.519264721,bg,BG,__NONFOREST__,0.0,-1
bg_34130,13543964.13889808,2749237.375086296,bg,BG,__NONFOREST__,,0
bg_34131,13426667.808703331,2768781.898302991,bg,BG,__NONFOREST__,0.506,0
bg_34132,13471139.114367602,2656954.345063963,bg,BG,闊葉樹林型,37.866,17
bg_34133,13454943.40191356,2527237.562368396,bg,BG,__NONFOREST__,4.659,0
bg_34134,13552092.160619758,2541152.4943291484,bg,BG,__NONFOREST__,0.0,-1
bg_34135,13477005.506212823,2851462.7693172586,bg,BG,__NONFOREST__,7.569,3
bg_34136,13553660.242302813,2848041.53231189,bg,BG,__NONFOREST__,1.601,0
bg_34137,13457120.327323915,2751058.8221145268,bg,BG,竹闊混淆林,19.678,14
bg_34138,13528553.531233892,2748583.95929321,bg,BG,闊葉樹林型,27.733,11
bg_34139,13363616.110844769,2668430.5457596006,bg,BG,__NONFOREST__,,0
bg_34140,13481747.946808333,2559887.50655402,bg,BG,__NONFOREST__,,0
bg_34141,13368503.03610344,2574770.4655192923,bg,BG,__NONFOREST__,0.0,-1
bg_34142,13442933.012180824,2675583.670229508,bg,BG,__NONFOREST__,54.105,0
bg_34143,13462896.087310884,2854850.295914845,bg,BG,__NONFOREST__,0.0,1
bg_34144,13430802.908506382,2544274.352524124,bg,BG,闊葉樹林型,31.62,3
bg_34145,13553760.68722906,2577251.9073501085,bg,BG,__NONFOREST__,0.0,-1
bg_34146,13497372.448467547,2881741.6105183265,bg,BG,__NONFOREST__,0.506,0
bg_34147,13498653.456638236,2801845.005477024,bg,BG,針葉樹林型,34.119,20
bg_34148,13426629.43439458,2821364.031280264,bg,BG,__NONFOREST__,,0
bg_34149,13558502.110636313,2508464.282681598,bg,BG,__NONFOREST__,,-1
bg_34150,13456369.860843295,2630394.84754962,bg,BG,闊葉樹林型,19.392,0
bg_34151,13461047.547436085,2912050.0289527765,bg,BG,__NONFOREST__,0.0,-1
bg_34152,13473379.629106436,2536995.4570010253,bg,BG,__NONFOREST__,0.0,-1
bg_34153,13430480.878668817,2650390.609255573,bg,BG,竹林,26.349,12
bg_34154,13413665.519311748,2718586.548819159,bg,BG,__NONFOREST__,1.519,0
bg_34155,13463248.81889038,2890174.4238182274,bg,BG,__NONFOREST__,,0
bg_34156,13568705.010543898,2779158.9444475505,bg,BG,__NONFOREST__,0.0,0
bg_34157,13507883.391865654,2855695.9329595305,bg,BG,竹林,21.256,25
bg_34158,13389045.859894317,2883030.0156858773,bg,BG,__NONFOREST__,0.0,-1
bg_34159,13470777.077017304,2702782.2245266545,bg,BG,闊葉樹林型,39.492,0
bg_34160,13426129.17476534,2562222.993174684,bg,BG,__NONFOREST__,1.432,0
bg_34161,13395611.38108956,2821327.381370264,bg,BG,__NONFOREST__,0.0,-1
bg_34162,13579396.731235718,2820863.4323390527,bg,BG,__NONFOREST__,,0
bg_34163,13524797.59205286,2828583.7263675206,bg,BG,針葉樹林型,33.822,18
bg_34164,13364320.64331892,2540264.376486774,bg,BG,__NONFOREST__,0.0,-1
bg_34165,13431095.297839995,2885056.461966441,bg,BG,__NONFOREST__,0.0,0
bg_34166,13400206.362127522,2550726.0096807843,bg,BG,__NONFOREST__,,0
bg_34167,13498116.092744457,2812063.4822851545,bg,BG,針葉樹林型,40.328,30
bg_34168,13389182.106035836,2873555.9326762925,bg,BG,__NONFOREST__,0.0,-1
bg_34169,13419280.79840178,2538214.6239055456,bg,BG,__NONFOREST__,,-1
bg_34170,13490323.291448131,2795284.88602151,bg,BG,針葉樹林型,40.163,23
bg_34171,13432848.328247769,2708504.118099614,bg,BG,__NONFOREST__,36.336,6
bg_34172,13402255.61902574,2861874.8060633712,bg,BG,__NONFOREST__,0.0,-1
bg_34173,13376155.55617656,2708092.811853807,bg,BG,__NONFOREST__,0.0,0
bg_34174,13451251.578715336,2501606.516982443,bg,BG,__NONFOREST__,,0
bg_34175,13365610.168148505,2793750.1779195224,bg,BG,__NONFOREST__,0.0,-1
bg_34176,13385340.92810408,2607866.004041751,bg,BG,__NONFOREST__,5.711,0
bg_34177,13372503.297645835,2582512.816022219,bg,BG,__NONFOREST__,0.0,-1
bg_34178,13565242.34690038,2905097.663181255,bg,BG,__NONFOREST__,,0
bg_34179,13415454.0454551,2577267.96141404,bg,BG,__NONFOREST__,3.239,0
bg_34180,13444894.138273375,2511486.4119869964,bg,BG,__NONFOREST__,16.374,0
bg_34181,13537838.24691294,2786388.676371163,bg,BG,針葉樹林型,38.939,0
bg_34182,13392721.58647512,2812612.635670783,bg,BG,__NONFOREST__,0.0,0
bg_34183,13510029.874132115,2579934.2566972747,bg,BG,__NONFOREST__,0.0,-1
bg_34184,13375404.357312543,2844959.511596875,bg,BG,__NONFOREST__,0.0,-1
bg_34185,13528335.679650169,2667535.075763356,bg,BG,__NONFOREST__,,0
bg_34186,13550347.12392648,2667327.042335013,bg,BG,__NONFOREST__,0.0,-1
bg_34187,13399635.917598335,2594948.937228996,bg,BG,__NONFOREST__,0.0,0
bg_34188,13546982.402743649,2645050.289307006,bg,BG,__NONFOREST__,0.0,-1
bg_34189,13390343.96961586,2593367.5829963703,bg,BG,__NONFOREST__,0.0,0
bg_34190,13367394.59446108,2536318.1208256804,bg,BG,__NONFOREST__,0.0,-1
bg_34191,13443836.963476373,2528791.957311024,bg,BG,闊葉樹林型,38.689,15
bg_34192,13374184.697265249,2510734.477831546,bg,BG,__NONFOREST__,0.0,-1
bg_34193,13534208.298052724,2585529.819401212,bg,BG,__NONFOREST__,,0
bg_34194,13457028.230310226,2737619.930626243,bg,BG,闊葉樹林型,30.701,19
bg_34195,13527659.033510763,2561756.1888801428,bg,BG,__NONFOREST__,0.0,-1
bg_34196,13406394.823878614,2882098.7063157647,bg,BG,__NONFOREST__,0.0,-1
bg_34197,13362676.694848573,2642998.92536702,bg,BG,__NONFOREST__,0.506,0
bg_34198,13526953.349841624,2644654.3605935,bg,BG,__NONFOREST__,,0
bg_34199,13375770.26415645,2845483.1320296577,bg,BG,__NONFOREST__,0.0,-1
bg_34200,13506602.880301204,2754776.146334071,bg,BG,闊葉樹林型,55.511,7
bg_34201,13409442.419575404,2887128.957941779,bg,BG,__NONFOREST__,0.0,-1
bg_34202,13401289.10154502,2838608.731097705,bg,BG,__NONFOREST__,0.0,-1
bg_34203,13375735.911864344,2833101.1232698285,bg,BG,__NONFOREST__,0.0,-1
bg_34204,13556518.329313304,2563809.715785559,bg,BG,__NONFOREST__,0.0,-1
bg_34205,13552551.395662194,2499446.941922365,bg,BG,__NONFOREST__,,-1
bg_34206,13575068.18545271,2832763.9837216083,bg,BG,__NONFOREST__,,0
bg_34207,13484601.154552937,2531640.0636110185,bg,BG,__NONFOREST__,0.0,-1
bg_34208,13464168.68051572,2508665.284792628,bg,BG,__NONFOREST__,,-1
bg_34209,13487445.62420477,2782442.9455170264,bg,BG,針闊葉樹混淆,28.836,22
bg_34210,13401791.89001092,2698582.360023728,bg,BG,__NONFOREST__,0.0,0
bg_34211,13503256.112285364,2824492.94339605,bg,BG,闊葉樹林型,35.985,3
bg_34212,13461211.752266437,2635746.7289074054,bg,BG,針闊葉樹混淆,27.173,13
bg_34213,13469940.632557804,2633042.6065238025,bg,BG,針闊葉樹混淆,41.046,7
bg_34214,13500143.513560288,2677937.8184474898,bg,BG,闊葉樹林型,28.663,25
bg_34215,13448205.119802617,2547483.7497310955,bg,BG,闊葉樹林型,11.278,15
bg_34216,13378375.808332272,2683056.9476334257,bg,BG,__NONFOREST__,0.0,0
bg_34217,13518302.274258325,2804773.018766939,bg,BG,針葉樹林型,39.602,27
bg_34218,13578812.291637206,2603107.596433129,bg,BG,__NONFOREST__,0.0,-1
bg_34219,13383689.022068392,2845278.705634576,bg,BG,__NONFOREST__,0.0,-1
bg_34220,13440055.56493784,2614946.3670629705,bg,BG,闊葉樹林型,28.086,11
bg_34221,13570265.785643028,2847784.1998652304,bg,BG,__NONFOREST__,,0
bg_34222,13555587.626965431,2868098.5581154134,bg,BG,闊葉樹林型,27.311,9
bg_34223,13434146.71598875,2900389.57247734,bg,BG,__NONFOREST__,0.0,-1
bg_34224,13492599.35279395,2572610.574018221,bg,BG,__NONFOREST__,,0
bg_34225,13566596.765086126,2527324.2085547377,bg,BG,__NONFOREST__,0.0,-1
bg_34226,13392557.314718695,2719894.215427698,bg,BG,__NONFOREST__,0.0,1
bg_34227,13569495.599793363,2706023.617735175,bg,BG,__NONFOREST__,0.0,-1
bg_34228,13364777.197927045,2535585.652166582,bg,BG,__NONFOREST__,0.0,-1
bg_34229,13400108.87269236,2781694.4917461155,bg,BG,__NONFOREST__,0.0,0
bg_34230,13438270.55501333,2609466.1962052234,bg,BG,闊葉樹林型,48.27,11
bg_34231,13421170.023004165,2681978.275783719,bg,BG,__NONFOREST__,16.268,8
bg_34232,13402841.293688476,2565184.6848399243,bg,BG,__NONFOREST__,,0
bg_34233,13418253.673458569,2830352.1440613763,bg,BG,__NONFOREST__,0.0,-1
bg_34234,13383907.481248,2795592.3115496114,bg,BG,__NONFOREST__,0.0,-1
bg_34235,13427557.028168948,2756996.208884269,bg,BG,__NONFOREST__,1.432,3
bg_34236,13486252.925545769,2578383.056817184,bg,BG,__NONFOREST__,,0
bg_34237,13369912.25627014,2675056.3030029684,bg,BG,__NONFOREST__,,0
bg_34238,13519834.296341166,2555772.8632398304,bg,BG,__NONFOREST__,0.0,-1
bg_34239,13428606.193085847,2901927.959868999,bg,BG,__NONFOREST__,0.0,-1
bg_34240,13418466.836093755,2675461.774956152,bg,BG,__NONFOREST__,26.159,10
bg_34241,13431001.594117137,2827035.0683630398,bg,BG,__NONFOREST__,,0
bg_34242,13376162.948861651,2569927.6172130923,bg,BG,__NONFOREST__,0.0,-1
bg_34243,13372889.76592538,2715384.5235796254,bg,BG,__NONFOREST__,,0
bg_34244,13399796.382086927,2628564.0169674675,bg,BG,闊葉樹林型,25.35,20
bg_34245,13394145.28149826,2739989.47608748,bg,BG,__NONFOREST__,0.506,0
bg_34246,13459910.186119623,2734370.094645903,bg,BG,__NONFOREST__,0.0,0
bg_34247,13388957.78676776,2817016.415185284,bg,BG,__NONFOREST__,0.0,0
bg_34248,13404336.81201052,2510107.4900507387,bg,BG,__NONFOREST__,0.0,-1
bg_34249,13505228.72475718,2884039.417519078,bg,BG,__NONFOREST__,25.242,5
bg_34250,13492356.128857749,2546802.6404210054,bg,BG,__NONFOREST__,0.0,0
bg_34251,13408385.458386565,2780207.5383025613,bg,BG,__NONFOREST__,,0
bg_34252,13551902.976393824,2879180.5458025183,bg,BG,闊葉樹林型,6.458,0
bg_34253,13378149.518146794,2832485.6562363603,bg,BG,__NONFOREST__,0.0,-1
bg_34254,13544711.395378169,2561052.6605839687,bg,BG,__NONFOREST__,0.0,-1
bg_34255,13519843.723676285,2909400.355379716,bg,BG,__NONFOREST__,,0
bg_34256,13382244.102920966,2725812.114664269,bg,BG,__NONFOREST__,1.432,0
bg_34257,13531928.367920058,2640235.720222234,bg,BG,__NONFOREST__,,0
bg_34258,13378177.20788692,2875462.8776219105,bg,BG,__NONFOREST__,0.0,-1
bg_34259,13479955.177246852,2858994.0713209845,bg,BG,__NONFOREST__,13.772,13
bg_34260,13513777.864552274,2884027.870312426,bg,BG,闊葉樹林型,18.165,20
bg_34261,13395965.877075506,2546187.97832262,bg,BG,__NONFOREST__,,0
bg_34262,13433195.11031623,2585888.655263133,bg,BG,闊葉樹林型,28.489,2
