pid,event,x,y,row,col,slope,north,east,planc,profc,elev,TypeName
2024_4833,凱米颱風,311260.0,2681580.0,6007,8147,29.686933196903503,0.7893522173763263,0.6139406135149204,0.035182692307692304,-0.004817307692307693,1019.0,闊葉樹林型
2024_4834,凱米颱風,310540.0,2681420.0,6015,8111,47.85824356821178,0.7917822555634719,0.6108034542918211,0.005678096212896622,-0.014321903787103378,1620.0,闊葉樹林型
2024_4835,凱米颱風,310620.0,2681420.0,6015,8115,45.177938347576045,0.8944271909999159,0.4472135954999579,0.002499999999999999,-0.012499999999999999,1543.0,闊葉樹林型
2024_4836,凱米颱風,310120.0,2681300.0,6021,8090,51.143014227943524,-0.16113189890215215,0.9869328807756821,0.0021521298174442195,-0.005347870182555781,1747.0,闊葉樹林型
2024_4837,凱米颱風,310780.0,2681260.0,6023,8123,53.324582519009276,0.8750340424177496,0.4840613851672657,0.023110918544194104,-0.014389081455805893,1320.0,闊葉樹林型
2024_4838,凱米颱風,310620.0,2681140.0,6029,8115,54.71026119132399,0.23002545392896973,0.9731846127764102,0.010230901690670008,-0.02476909830932999,1285.0,闊葉樹林型
2024_4839,凱米颱風,310160.0,2680040.0,6084,8092,48.139769495281364,0.9631963013333044,-0.2687989678139454,0.016841445057701958,-0.04565855494229804,1577.0,闊葉樹林型
2024_4840,凱米颱風,310020.0,2679740.0,6099,8085,63.66468431818701,0.7548718743651163,0.6558722842844452,0.0012993874425727427,-0.043700612557427264,1731.0,針闊葉樹混淆
2024_4841,凱米颱風,310880.0,2681740.0,5999,8128,46.76535660991049,0.9166959647084235,0.39958542051392815,0.0007051104972375693,0.00570511049723757,1435.0,闊葉樹林型
2024_4842,凱米颱風,310200.0,2681360.0,6018,8094,49.90378357641581,0.8630144693469346,0.5051792015689373,0.0018099246787771379,0.0043099246787771375,1771.0,闊葉樹林型
2024_4843,凱米颱風,297680.0,2679920.0,6090,7468,33.10114358966526,0.8436614877321076,-0.5368754921931592,-0.05736764705882353,0.01763235294117647,982.0,闊葉樹林型
2024_4844,凱米颱風,317500.0,2677540.0,6209,8459,43.22084280018324,-0.47885213068057314,-0.8778955729143845,-0.005812101910828026,-0.008312101910828025,230.0,闊葉樹林型
