uid,NDVI,NDMI,NBR,n_obs
bg_1792,0.8565461039543152,0.3402906954288482,0.6407026052474976,148.0
bg_1796,0.8219277262687683,0.2282883077859878,0.5487643480300903,683.0
bg_1807,0.7842636108398438,0.06509580463171,0.3806435167789459,371.0
bg_1808,0.8551128506660461,0.2778555154800415,0.5682929754257202,190.0
bg_1809,0.8610132932662964,0.3498379290103912,0.673873245716095,178.0
bg_1816,0.6504228115081787,0.1924521923065185,0.447202205657959,62.0
bg_1820,0.756037175655365,0.2065374702215194,0.5123929381370544,120.0
bg_1829,0.8148521184921265,0.2817825973033905,0.5828165411949158,129.0
bg_1830,0.8335156440734863,0.3267911076545715,0.6390459537506104,146.0
bg_1832,0.8777168393135071,0.4127845168113708,0.7090299725532532,143.0
bg_1833,0.8651139736175537,0.3619444668292999,0.6663216352462769,257.0
bg_1840,0.7712869644165039,0.1901210099458694,0.5061838626861572,462.0
bg_1845,0.784006655216217,0.1686538755893707,0.461311787366867,392.0
bg_1847,0.7333170175552368,0.1791844815015792,0.478859007358551,464.0
bg_1858,0.759976327419281,0.2203049808740615,0.4751690924167633,253.0
bg_1871,0.8525323867797852,0.3217825889587402,0.6313408017158508,144.0
bg_1872,0.864591658115387,0.3833404183387756,0.6970678567886353,318.0
bg_1882,0.8925180435180664,0.3388106524944305,0.6500946879386902,119.0
bg_1884,0.7913256287574768,0.190537691116333,0.5133309960365295,438.0
bg_1897,0.8692994713783264,0.3334717750549316,0.6599996089935303,292.0
bg_1899,0.8008385300636292,0.2124646008014679,0.5198813676834106,531.0
bg_1903,0.7284729480743408,0.2451676130294799,0.5409319400787354,159.0
bg_1904,0.8651854991912842,0.3341224193572998,0.6383385062217712,435.0
bg_1918,0.8099499344825745,0.2091384530067443,0.5452942252159119,475.0
bg_1919,0.7402575612068176,0.244190514087677,0.5329696536064148,472.0
bg_1920,0.8085521459579468,0.2795151174068451,0.583463728427887,423.0
bg_1929,0.8225644826889038,0.19218210875988,0.4512297809123993,194.0
bg_1935,0.8619022965431213,0.31175297498703,0.6270254850387573,163.0
bg_1937,0.541583776473999,0.1494135558605194,0.349141925573349,530.0
bg_1944,0.8307016491889954,0.2604365348815918,0.5764344334602356,205.0
bg_1947,0.8927485346794128,0.4003234803676605,0.6896942257881165,527.0
bg_1950,0.8494197130203247,0.3728956580162048,0.6658931970596313,492.0
bg_1961,0.8288742303848267,0.3409177958965301,0.6427542567253113,110.0
bg_1962,0.8610142469406128,0.4035994112491607,0.6932534575462341,187.0
bg_1963,0.790451169013977,0.2060834020376205,0.4378091990947723,244.0
bg_1973,0.8770434856414795,0.3543791472911834,0.6660838723182678,375.0
bg_1988,0.8491578698158264,0.3606193363666534,0.666111946105957,198.0
bg_1996,0.8768178820610046,0.4088810682296753,0.6889599561691284,339.0
bg_2003,0.7939308285713196,0.265831708908081,0.5669745802879333,57.0
bg_2004,0.6610718965530396,0.1466260701417923,0.40808966755867,435.0
bg_2009,0.8454838395118713,0.3064159750938415,0.6353422403335571,207.0
bg_2011,0.8771616220474243,0.3545033037662506,0.6581725478172302,335.0
bg_2018,0.7793124914169312,0.2738208174705505,0.5608705878257751,444.0
bg_2021,0.8499822616577148,0.282783955335617,0.5959631204605103,437.0
bg_2028,0.8405928611755371,0.2799739837646484,0.6074344515800476,109.0
bg_2029,0.7595329880714417,0.2190178036689758,0.5168009400367737,182.0
bg_2030,0.830194890499115,0.2353281080722808,0.5526099801063538,625.0
bg_2032,0.8848238587379456,0.3933300077915191,0.6932153701782227,505.0
bg_2044,0.8883426785469055,0.3323164582252502,0.6328054070472717,166.0
bg_2054,0.8531491160392761,0.2445300668478012,0.5637426376342773,462.0
bg_2061,0.8341671824455261,0.2391920834779739,0.5566055774688721,464.0
bg_2066,0.8886736035346985,0.3993928432464599,0.7007960081100464,288.0
bg_2068,0.8543928265571594,0.3155945241451263,0.6384631395339966,178.0
bg_2103,0.8493517637252808,0.3302623629570007,0.6503647565841675,399.0
bg_2109,0.8612672686576843,0.3720412254333496,0.6719053983688354,456.0
bg_2116,0.222799003124237,0.011732361279428,0.1303342431783676,490.0
bg_2121,0.8415722250938416,0.2480110675096511,0.5739632844924927,894.0
bg_2126,0.8572804927825928,0.3395905494689941,0.6464831829071045,464.0
bg_2135,0.8649845123291016,0.335099458694458,0.6508196592330933,126.0
bg_2136,0.8616291284561157,0.3506537675857544,0.6659432649612427,169.0
