uid,NDVI,NDMI,NBR,n_obs,before
bg_17706,0.8640670776367188,0.3450838029384613,0.6364810466766357,6.0,2024-07-18
bg_17712,0.7919341325759888,0.3088379204273224,0.600762665271759,2.0,2024-07-18
bg_17729,0.8111587762832642,0.3019335865974426,0.6015180349349976,5.0,2024-07-18
bg_17764,0.8473681211471558,0.2512803971767425,0.5910863280296326,12.0,2024-07-18
bg_17796,0.8024796843528748,0.2867705225944519,0.5902776718139648,6.0,2024-07-18
bg_17807,0.8140179514884949,0.1616808474063873,0.4796385765075683,4.0,2024-07-18
bg_17818,,,,,2024-07-18
bg_17835,0.7282596230506897,0.2320860773324966,0.491202712059021,12.0,2024-07-18
bg_17907,0.9085944294929504,0.2956419587135315,0.626255214214325,3.0,2024-07-18
bg_17914,0.7180862426757812,0.2948660850524902,0.6064610481262207,5.0,2024-07-18
bg_17934,0.9015430212020874,0.3303724527359009,0.6453856825828552,10.0,2024-07-18
bg_17986,0.6881338357925415,0.3060888051986694,0.6076260209083557,6.0,2024-07-18
bg_17997,0.8809013366699219,0.3205060362815857,0.6511003375053406,8.0,2024-07-18
bg_18096,0.9047977924346924,0.3468919992446899,0.6659034490585327,10.0,2024-07-18
bg_18147,0.881489098072052,0.3366343677043915,0.6530804634094238,6.0,2024-07-18
bg_18148,0.8832303881645203,0.2959202229976654,0.6175433993339539,2.0,2024-07-18
bg_18163,0.8622505068778992,0.1792245805263519,0.4863387942314148,2.0,2024-07-18
bg_18172,0.8911728262901306,0.351182222366333,0.6458930373191833,10.0,2024-07-18
bg_18181,0.9194945693016052,0.3233690559864044,0.6124943494796753,8.0,2024-07-18
bg_18214,0.8856179714202881,0.2886722385883331,0.6046118140220642,12.0,2024-07-18
bg_18267,0.8548707962036133,0.2146106958389282,0.5141792297363281,3.0,2024-07-18
bg_18302,0.4103685021400451,0.3067129552364349,0.4683791100978851,3.0,2024-07-18
bg_18306,0.855338454246521,0.3595458567142486,0.6615711450576782,2.0,2024-07-18
bg_18387,0.2347048819065094,-0.0622906610369682,0.0979289263486862,14.0,2024-07-18
bg_18440,0.7361630797386169,0.2652471959590912,0.5370376706123352,6.0,2024-07-18
bg_18445,0.8525118231773376,0.2952461242675781,0.576583206653595,10.0,2024-07-18
bg_18449,0.8116683959960938,0.310030847787857,0.5720831751823425,13.0,2024-07-18
bg_18451,0.8535242080688477,0.320252776145935,0.6225109696388245,10.0,2024-07-18
bg_18458,0.6124451756477356,0.2064603120088577,0.4340009391307831,10.0,2024-07-18
bg_18485,0.7435075044631958,0.2564435303211212,0.5588629245758057,8.0,2024-07-18
bg_18487,0.8644875288009644,0.2484116852283477,0.5596163272857666,10.0,2024-07-18
bg_18512,0.8269180059432983,0.1565959900617599,0.4563688933849334,10.0,2024-07-18
bg_18547,0.8858287334442139,0.3315429091453552,0.6421739459037781,8.0,2024-07-18
bg_18574,0.8231456875801086,0.3767955899238586,0.6540990471839905,5.0,2024-07-18
bg_18602,0.8871103525161743,0.1822565048933029,0.5111311078071594,5.0,2024-07-18
bg_18657,0.8450043797492981,0.2221183627843856,0.5318939089775085,8.0,2024-07-18
bg_18714,0.7763414978981018,0.2888641655445099,0.5862153768539429,14.0,2024-07-18
bg_18721,0.8785836696624756,0.3350512981414795,0.6504051089286804,12.0,2024-07-18
bg_18741,0.8060079216957092,0.3432557880878448,0.620429515838623,4.0,2024-07-18
bg_18751,0.8893803358078003,0.3638201057910919,0.6745452284812927,2.0,2024-07-18
bg_18853,0.8527993559837341,0.2842726409435272,0.6082056760787964,8.0,2024-07-18
bg_18891,0.7488191723823547,0.2101138979196548,0.4546303749084472,6.0,2024-07-18
bg_18938,0.8746153712272644,0.280299961566925,0.5846179127693176,3.0,2024-07-18
bg_19096,0.7896064519882202,0.2487140744924545,0.5292266607284546,12.0,2024-07-18
bg_19113,0.8781248331069946,0.2927024960517883,0.5950394868850708,8.0,2024-07-18
bg_19141,0.8706302642822266,0.2233395427465438,0.5419915318489075,8.0,2024-07-18
bg_19149,0.7418458461761475,0.2186675071716308,0.4923942387104034,8.0,2024-07-18
bg_19181,0.7871121764183044,0.2409273087978363,0.5101920366287231,3.0,2024-07-18
bg_19199,0.8867164254188538,0.3146387636661529,0.6364919543266296,10.0,2024-07-18
bg_19200,0.888776421546936,0.4124282896518707,0.7019211053848267,4.0,2024-07-18
bg_19235,0.927015781402588,0.3204682469367981,0.6344967484474182,12.0,2024-07-18
bg_19238,0.7850378155708313,0.3191336393356323,0.6043385863304138,16.0,2024-07-18
bg_19264,0.808492124080658,0.2485065758228302,0.5842058658599854,8.0,2024-07-18
bg_19303,0.8860510587692261,0.3354352712631225,0.6666666865348816,5.0,2024-07-18
bg_19312,0.8038842678070068,0.3049862086772918,0.5732079148292542,16.0,2024-07-18
bg_19333,0.8066242337226868,0.2476822733879089,0.5213540196418762,10.0,2024-07-18
bg_19370,0.8864853978157043,0.2959529459476471,0.606090784072876,6.0,2024-07-18
bg_19391,0.8649756908416748,0.2412753701210022,0.5756793022155762,8.0,2024-07-18
bg_19492,0.9153010249137878,0.3186995089054107,0.6571201086044312,8.0,2024-07-18
bg_19572,0.894440233707428,0.3400231003761291,0.6341426968574524,4.0,2024-07-18
bg_19576,0.6664329767227173,0.2700348496437073,0.5297495126724243,12.0,2024-07-18
bg_19593,0.8313841223716736,0.2535679340362549,0.5612303614616394,10.0,2024-07-18
bg_19651,0.8554753661155701,0.2763375639915466,0.5797427892684937,10.0,2024-07-18
bg_19658,0.865530788898468,0.2944882810115814,0.612326979637146,10.0,2024-07-18
bg_19676,0.905235767364502,0.3619891107082367,0.6686222553253174,6.0,2024-07-18
bg_19730,0.798852801322937,0.3815313875675201,0.6792490482330322,3.0,2024-07-18
bg_19764,0.7238689661026001,0.2263176143169403,0.5532323122024536,9.0,2024-07-18
bg_19778,0.7521319389343262,0.1729556620121002,0.4762694239616394,8.0,2024-07-18
bg_19835,0.909253716468811,0.3114993870258331,0.6281473636627197,12.0,2024-07-18
bg_19842,0.9015079140663148,0.3111873865127563,0.6277778148651123,3.0,2024-07-18
bg_19874,0.8191139698028564,0.2743253707885742,0.5589276552200317,4.0,2024-07-18
bg_19929,0.914076805114746,0.3758212924003601,0.6970576047897339,5.0,2024-07-18
bg_19946,0.882479190826416,0.2682752311229706,0.6021314263343811,7.0,2024-07-18
bg_20016,0.811378002166748,0.1839229464530944,0.5090909600257874,12.0,2024-07-18
bg_20067,0.8444924354553223,0.3433026969432831,0.6546929478645325,5.0,2024-07-18
bg_20083,0.7776162624359131,0.1347715109586715,0.4533571004867553,1.0,2024-07-18
bg_20149,0.9019030332565308,0.3572419583797455,0.6457568407058716,8.0,2024-07-18
bg_20219,0.8812989592552185,0.3065826594829559,0.6269015073776245,5.0,2024-07-18
bg_20222,0.8974280953407288,0.3271157145500183,0.6519432663917542,8.0,2024-07-18
bg_20235,0.2797083854675293,0.055099181830883,0.1889817118644714,1.0,2024-07-18
bg_20336,0.8727242350578308,0.2873835265636444,0.6163396239280701,14.0,2024-07-18
bg_20366,0.8735766410827637,0.2362211644649505,0.5302509069442749,8.0,2024-07-18
bg_20367,0.8074482679367065,0.2759493589401245,0.5574043393135071,1.0,2024-07-18
bg_20595,0.8787428736686707,0.3125864267349243,0.6397129893302917,3.0,2024-07-18
bg_20608,0.8562537431716919,0.25274857878685,0.5444145798683167,10.0,2024-07-18
bg_20630,0.8504868149757385,0.2532292902469635,0.5631462931632996,10.0,2024-07-18
bg_20671,0.7125808596611023,0.1368450075387954,0.4200412929058075,8.0,2024-07-18
bg_20682,0.6269173622131348,0.2603005170822143,0.5166051387786865,3.0,2024-07-18
bg_20726,0.9120718836784364,0.3066940307617187,0.6186482906341553,8.0,2024-07-18
bg_20735,0.8307692408561707,0.2803103625774383,0.5381627678871155,15.0,2024-07-18
bg_20756,0.9104019403457642,0.3276650309562683,0.6390621662139893,8.0,2024-07-18
bg_20759,0.5423519611358643,0.1984684467315673,0.4161016345024109,10.0,2024-07-18
bg_20771,0.9057625532150269,0.2963142693042755,0.6159772872924805,16.0,2024-07-18
bg_20825,0.4985239505767822,0.0469981133937835,0.2102059721946716,8.0,2024-07-18
bg_20894,0.8541964292526245,0.3412112295627594,0.6416561007499695,5.0,2024-07-18
bg_20902,0.8838101625442505,0.2948717772960663,0.6097086071968079,4.0,2024-07-18
bg_20939,0.849329948425293,0.251163899898529,0.5548111796379089,7.0,2024-07-18
bg_20980,0.8956129550933838,0.3459333181381225,0.6524654626846313,8.0,2024-07-18
bg_20995,0.7809826731681824,0.3414458632469177,0.6220324635505676,8.0,2024-07-18
bg_21002,0.8913081288337708,0.3242174685001373,0.6412707567214966,8.0,2024-07-18
bg_21024,0.8977019786834717,0.3360261023044586,0.6757686734199524,3.0,2024-07-18
bg_21074,0.7422086596488953,0.2714255750179291,0.5584820508956909,10.0,2024-07-18
bg_21168,0.8647427558898926,0.3505878746509552,0.6407318711280823,20.0,2024-07-18
bg_21173,0.8271409869194031,0.3157252669334411,0.6146392822265625,8.0,2024-07-18
bg_21190,0.8995248079299927,0.3721055388450622,0.6625074148178101,5.0,2024-07-18
bg_21226,0.4946214854717254,0.010257557965815,0.2456714063882827,12.0,2024-07-18
bg_21227,,,,,2024-07-18
bg_21300,0.8754636645317078,0.2836173474788666,0.5948625206947327,5.0,2024-07-18
bg_21343,0.7651059627532959,0.1928533911705017,0.4918464124202728,6.0,2024-07-18
bg_21390,0.8358725905418396,0.2924850881099701,0.61400306224823,5.0,2024-07-18
bg_21398,0.7076794505119324,0.2503256201744079,0.4977494776248932,4.0,2024-07-18
bg_21408,0.8893584609031677,0.3202890455722809,0.622695803642273,12.0,2024-07-18
bg_21443,0.7102904319763184,0.0478910356760025,0.3906705379486084,1.0,2024-07-18
bg_21465,0.8994391560554504,0.3082578778266907,0.6154863834381104,2.0,2024-07-18
bg_21475,0.923596441745758,0.3866666555404663,0.6865925192832947,3.0,2024-07-18
bg_21478,0.916455090045929,0.3496818244457245,0.6617618799209595,3.0,2024-07-18
bg_21491,0.8310189843177795,0.3009880483150482,0.6255889534950256,6.0,2024-07-18
bg_21513,0.767224907875061,0.251411497592926,0.5713094472885132,5.0,2024-07-18
bg_21553,0.8713945746421814,0.2626931667327881,0.5947955250740051,9.0,2024-07-18
bg_21591,0.8385410308837891,0.2725305557250976,0.5659151673316956,6.0,2024-07-18
bg_21597,0.9198065400123596,0.2975905537605285,0.6154605150222778,14.0,2024-07-18
bg_21602,0.8709677457809448,0.3833605051040649,0.6911321878433228,5.0,2024-07-18
bg_21613,0.8747491836547852,0.3261080682277679,0.6176785230636597,2.0,2024-07-18
bg_21635,0.8985382914543152,0.3474369347095489,0.6514585018157959,1.0,2024-07-18
bg_21660,0.818355917930603,0.2730219066143036,0.5706981420516968,14.0,2024-07-18
bg_21679,0.8635770082473755,0.2633940279483795,0.568554699420929,8.0,2024-07-18
bg_21735,0.8322476148605347,0.2980852723121643,0.5963347554206848,6.0,2024-07-18
bg_21823,0.6552244424819946,0.2669265270233154,0.5241403579711914,5.0,2024-07-18
bg_21858,0.7027373909950256,0.2399756461381912,0.4964279532432556,8.0,2024-07-18
bg_21919,0.8892046213150024,0.3636074364185333,0.6765893697738647,4.0,2024-07-18
bg_21960,0.8768904805183411,0.3151683211326599,0.6167923212051392,6.0,2024-07-18
bg_21962,0.8509988784790039,0.3145295679569244,0.6211645007133484,4.0,2024-07-18
bg_22022,0.599205732345581,0.1312985569238662,0.3475246429443359,10.0,2024-07-18
bg_22097,0.8875615000724792,0.3063888549804687,0.6033303737640381,7.0,2024-07-18
bg_22119,0.906558871269226,0.3270794451236725,0.6505056023597717,1.0,2024-07-18
bg_22244,0.8428429961204529,0.3189091086387634,0.6150735020637512,10.0,2024-07-18
bg_22313,0.8498705625534058,0.3273229300975799,0.6291854381561279,15.0,2024-07-18
bg_22335,0.9063149690628052,0.288457453250885,0.6206868290901184,8.0,2024-07-18
bg_22343,0.8848255276679993,0.3320026695728302,0.6391485929489136,15.0,2024-07-18
bg_22382,0.890740156173706,0.3198362588882446,0.6366699934005737,12.0,2024-07-18
bg_22426,0.8218963146209717,0.2740479707717895,0.5629106163978577,16.0,2024-07-18
bg_22431,0.8608452677726746,0.2564108967781067,0.5359432697296143,8.0,2024-07-18
bg_22432,0.8605687618255615,0.3118021786212921,0.607420802116394,10.0,2024-07-18
bg_22434,0.8549700975418091,0.349040687084198,0.6521728038787842,2.0,2024-07-18
bg_22436,0.8977089524269104,0.3234816491603851,0.6368734836578369,4.0,2024-07-18
bg_22507,0.86955326795578,0.292772114276886,0.5914466381072998,4.0,2024-07-18
bg_22540,0.8728522062301636,0.3646322190761566,0.6757180094718933,3.0,2024-07-18
bg_22564,0.8392639756202698,0.2963671088218689,0.592934250831604,12.0,2024-07-18
bg_22610,0.8403988480567932,0.352633535861969,0.652721643447876,6.0,2024-07-18
bg_22689,0.8085463643074036,0.2217249274253845,0.4864441454410553,10.0,2024-07-18
bg_22901,0.8094955682754517,0.2892947494983673,0.5684529542922974,10.0,2024-07-18
bg_22918,0.4820239543914795,0.2069947123527526,0.4101995527744293,1.0,2024-07-18
bg_22978,0.9056000113487244,0.4145419001579284,0.7116313576698303,8.0,2024-07-18
bg_23061,0.7790697813034058,0.4155552685260772,0.6164053082466125,3.0,2024-07-18
bg_23062,0.8233016729354858,0.2025152444839477,0.5370275378227234,8.0,2024-07-18
bg_23071,0.7845219969749451,0.3076353073120117,0.5870445370674133,3.0,2024-07-18
bg_23078,0.9066179394721984,0.3858639299869537,0.6798425912857056,5.0,2024-07-18
bg_23189,0.8638269901275635,0.2516997754573822,0.5829626321792603,10.0,2024-07-18
bg_23215,0.8016529083251953,0.3552398085594177,0.5929203629493713,5.0,2024-07-18
bg_23273,0.4339896738529205,0.1997588872909546,0.436449646949768,6.0,2024-07-18
bg_23393,0.8210594654083252,0.1402039974927902,0.4708506464958191,10.0,2024-07-18
bg_23620,0.8686306476593018,0.2694535851478576,0.5629028677940369,4.0,2024-07-18
bg_23653,0.7556278109550476,0.2660749554634094,0.5335825681686401,4.0,2024-07-18
bg_23658,0.8400055170059204,0.2798064053058624,0.5687781572341919,4.0,2024-07-18
bg_23676,0.8610316514968872,0.3335276544094085,0.6316352486610413,12.0,2024-07-18
bg_23749,0.8595278263092041,0.2986149489879608,0.5695162415504456,2.0,2024-07-18
bg_23753,0.7928878664970398,0.2326726019382476,0.5274059176445007,7.0,2024-07-18
bg_23756,0.8364456295967102,0.2284366488456726,0.5390726923942566,12.0,2024-07-18
bg_23771,0.8931636810302734,0.3047244846820831,0.6136500835418701,10.0,2024-07-18
bg_23814,0.8555211424827576,0.231085255742073,0.5550270080566406,3.0,2024-07-18
bg_23848,0.7177271246910095,0.1763316839933395,0.4647265076637268,10.0,2024-07-18
bg_23849,0.4765404462814331,0.1150460764765739,0.301583468914032,3.0,2024-07-18
bg_23895,0.8221131563186646,0.2690724432468414,0.5748787522315979,4.0,2024-07-18
bg_23951,0.7000621557235718,0.1545396596193313,0.4128084480762481,12.0,2024-07-18
bg_23993,0.8190100193023682,0.2312435656785965,0.5347168445587158,1.0,2024-07-18
bg_24029,0.8781548142433167,0.2843264043331146,0.5916045308113098,8.0,2024-07-18
bg_24089,0.9034706950187684,0.30916827917099,0.6202423572540283,6.0,2024-07-18
bg_24097,0.9100732803344728,0.2508209347724914,0.5783830881118774,6.0,2024-07-18
bg_24108,0.8416093587875366,0.2906383872032165,0.6097685098648071,7.0,2024-07-18
bg_24135,0.8727092146873474,0.24967922270298,0.5792622566223145,12.0,2024-07-18
bg_24210,0.8957192301750183,0.3866789937019348,0.6784260272979736,5.0,2024-07-18
bg_24225,0.8107695579528809,0.33757084608078,0.6273511052131653,5.0,2024-07-18
bg_24233,0.8530983924865723,0.1803397983312606,0.4730242490768432,3.0,2024-07-18
bg_24268,0.91558837890625,0.3255354762077331,0.6320716142654419,8.0,2024-07-18
bg_24274,0.8092671632766724,0.2782960534095764,0.5354698896408081,10.0,2024-07-18
bg_24292,0.9436318278312684,0.4205997288227081,0.7067669034004211,3.0,2024-07-18
bg_24323,0.8384968042373657,0.1676466614007949,0.4826551079750061,8.0,2024-07-18
bg_24351,0.8171160817146301,0.2199921309947967,0.535171627998352,3.0,2024-07-18
bg_24389,0.9010598063468932,0.3426519334316253,0.6421857476234436,10.0,2024-07-18
bg_24441,0.8863577842712402,0.3133648931980133,0.6284418106079102,10.0,2024-07-18
bg_24457,0.8598117828369141,0.3141352534294128,0.6006647944450378,20.0,2024-07-18
bg_24495,0.568708598613739,0.2334775328636169,0.4331519603729248,2.0,2024-07-18
bg_24505,0.7502142190933228,0.2984537184238434,0.5673503875732422,14.0,2024-07-18
bg_24562,0.8391535878181458,0.3416923284530639,0.6343259215354919,10.0,2024-07-18
bg_24577,0.8406381607055664,0.2648331522941589,0.5393187999725342,18.0,2024-07-18
bg_24582,0.8983924388885498,0.2937730252742767,0.592282235622406,12.0,2024-07-18
bg_24607,0.7200757265090942,0.1236195042729377,0.4185607135295868,10.0,2024-07-18
bg_24614,,,,,2024-07-18
bg_24641,0.8798965215682983,0.2340631484985351,0.5584701299667358,6.0,2024-07-18
bg_24653,0.8721303939819336,0.3161998093128204,0.6510389447212219,12.0,2024-07-18
bg_24678,0.873070478439331,0.3073512017726898,0.632580578327179,10.0,2024-07-18
bg_24689,0.8513885140419006,0.2721334099769592,0.5879828333854675,1.0,2024-07-18
bg_24699,0.8197795152664185,0.2364577651023864,0.5506701469421387,4.0,2024-07-18
bg_24734,0.8681440353393555,0.3000598847866058,0.6292378306388855,15.0,2024-07-18
bg_24773,0.8787938356399536,0.3080677092075348,0.6103863716125488,4.0,2024-07-18
bg_24799,0.8788265585899353,0.2412911355495453,0.5542535781860352,9.0,2024-07-18
bg_24849,0.8256059288978577,0.1759909242391586,0.4926323592662811,20.0,2024-07-18
bg_24914,0.8152191042900085,0.3256998360157013,0.6219056844711304,6.0,2024-07-18
bg_25031,0.8137986660003662,0.2400817722082138,0.5574896931648254,12.0,2024-07-18
bg_25049,0.8064516186714172,0.2762165665626526,0.5762962698936462,3.0,2024-07-18
bg_25058,0.92387855052948,0.3387857675552368,0.6563533544540405,7.0,2024-07-18
bg_25062,0.8030867576599121,0.2760828733444214,0.5891181826591492,5.0,2024-07-18
bg_25111,0.902523934841156,0.2691622078418731,0.5866448879241943,7.0,2024-07-18
bg_25137,0.62558513879776,0.0554624795913696,0.2716088891029358,6.0,2024-07-18
bg_25157,0.8498516082763672,0.2234947383403778,0.5067750811576843,2.0,2024-07-18
bg_25206,0.8842133283615112,0.3047272562980652,0.6398413777351379,5.0,2024-07-18
bg_25345,0.8374846577644348,0.2547584474086761,0.5722343325614929,10.0,2024-07-18
bg_25354,0.8925606608390808,0.3168533742427826,0.6428536176681519,12.0,2024-07-18
bg_25394,0.654710054397583,0.2965589761734009,0.548063337802887,1.0,2024-07-18
bg_25476,0.8851508498191833,0.3149195313453674,0.6438190937042236,12.0,2024-07-18
bg_25499,0.6354398131370544,0.3402699828147888,0.563410758972168,2.0,2024-07-18
bg_25578,0.7694715261459351,0.324220061302185,0.6197787523269653,8.0,2024-07-18
bg_25676,0.8092643022537231,0.3211739361286163,0.6133456826210022,5.0,2024-07-18
bg_25707,0.7520077228546143,0.1437463462352752,0.4732577204704284,5.0,2024-07-18
bg_25741,0.8604651093482971,0.2638230919837951,0.5915119647979736,1.0,2024-07-18
bg_25830,0.776028037071228,0.2686235606670379,0.569710373878479,10.0,2024-07-18
bg_25831,0.6773838996887207,0.1942024528980255,0.5059792995452881,6.0,2024-07-18
bg_25844,0.8115299344062805,0.2636415958404541,0.5774378776550293,7.0,2024-07-18
bg_25889,0.5379787087440491,0.3196569681167602,0.520720899105072,4.0,2024-07-18
bg_25923,0.394039511680603,0.0769469067454338,0.2902137339115143,8.0,2024-07-18
bg_25999,0.882049560546875,0.3125841021537781,0.634219765663147,10.0,2024-07-18
bg_26056,0.5703149437904358,0.0941297560930252,0.3336678445339203,11.0,2024-07-18
bg_26086,0.7721716165542603,0.3289838433265686,0.5881945490837097,24.0,2024-07-18
bg_26092,0.7421633005142212,0.206072136759758,0.4110755920410156,14.0,2024-07-18
bg_26107,0.6344451904296875,0.3586634397506714,0.5854494571685791,4.0,2024-07-18
bg_26112,0.861090362071991,0.3523347675800323,0.654916524887085,3.0,2024-07-18
bg_26151,0.9053432941436768,0.3344835638999939,0.6737474799156189,2.0,2024-07-18
bg_26158,,,,,2024-07-18
bg_26205,0.8423919081687927,0.280771940946579,0.6244292855262756,6.0,2024-07-18
bg_26207,0.902440309524536,0.3251877725124359,0.6490434408187866,12.0,2024-07-18
bg_26208,0.8547075986862183,0.2337172627449035,0.5758332014083862,10.0,2024-07-18
bg_26335,0.8314481973648071,0.2921700179576874,0.5701615810394287,6.0,2024-07-18
bg_26342,0.8723029494285583,0.3168885111808777,0.6146129965782166,11.0,2024-07-18
bg_26368,0.8528981804847717,0.3429951667785644,0.6305186748504639,5.0,2024-07-18
bg_26371,0.8666458129882812,0.3293225765228271,0.6442131996154785,4.0,2024-07-18
bg_26379,0.8914758563041687,0.3536387681961059,0.6603878736495972,6.0,2024-07-18
bg_26401,0.7940336465835571,0.2058980166912078,0.4660751819610595,6.0,2024-07-18
bg_26411,0.8721418380737305,0.3164889216423034,0.6224523782730103,3.0,2024-07-18
bg_26457,0.8622459769248962,0.3021593689918518,0.6147738099098206,11.0,2024-07-18
bg_26583,0.8851063847541809,0.2536082565784454,0.5987969636917114,3.0,2024-07-18
bg_26592,0.8000522255897522,0.2749454081058502,0.5693961381912231,11.0,2024-07-18
bg_26616,0.8794105648994446,0.3326289653778076,0.6469936370849609,14.0,2024-07-18
bg_26618,0.8727947473526001,0.311358779668808,0.6192523837089539,14.0,2024-07-18
bg_26686,0.8015217781066895,0.1967226564884185,0.507362961769104,8.0,2024-07-18
bg_26796,0.8777411580085754,0.3295795321464538,0.6293518543243408,14.0,2024-07-18
bg_26817,0.8895482420921326,0.2951103746891022,0.6102309226989746,6.0,2024-07-18
bg_26874,0.9043593406677246,0.3464097380638122,0.6451793313026428,6.0,2024-07-18
bg_26880,0.9028545022010804,0.3847589492797851,0.6819040179252625,3.0,2024-07-18
bg_26924,0.898216724395752,0.3154722154140472,0.6281870007514954,6.0,2024-07-18
bg_27009,0.8598717451095581,0.2778645753860473,0.5399707555770874,8.0,2024-07-18
bg_27063,0.8179860711097717,0.2076674997806549,0.53177410364151,12.0,2024-07-18
bg_27090,0.905001699924469,0.2599268853664398,0.5676727890968323,6.0,2024-07-18
bg_27109,0.7405425310134888,0.2069903165102005,0.5500892996788025,6.0,2024-07-18
bg_27113,0.9154456257820128,0.3065769374370575,0.6164591908454895,4.0,2024-07-18
bg_27134,0.8739583492279053,0.2982456386089325,0.6292510628700256,3.0,2024-07-18
bg_27149,0.8548752665519714,0.3970964848995209,0.6801228523254395,3.0,2024-07-18
bg_27181,0.8088802695274353,0.290112167596817,0.5474635362625122,2.0,2024-07-18
bg_27211,0.8592356443405151,0.2562943994998932,0.5769854187965393,1.0,2024-07-18
bg_27223,0.8424850106239319,0.2543819844722748,0.547512412071228,10.0,2024-07-18
bg_27226,0.8315631747245789,0.3287873268127441,0.6261230111122131,10.0,2024-07-18
bg_27239,0.8119595050811768,0.3924640715122223,0.6814572811126709,7.0,2024-07-18
bg_27242,0.8868892788887024,0.3436590433120727,0.6612261533737183,10.0,2024-07-18
bg_27247,0.8301535844802856,0.3252021670341491,0.632215142250061,26.0,2024-07-18
bg_27261,0.8752931952476501,0.3512886762619018,0.655035138130188,14.0,2024-07-18
bg_27301,0.8501348495483398,0.2939233779907226,0.6086745262145996,8.0,2024-07-18
bg_27312,0.8895578980445862,0.2685136198997497,0.592742383480072,10.0,2024-07-18
bg_27342,0.8852993845939636,0.2451669871807098,0.5676825046539307,2.0,2024-07-18
bg_27343,0.88213711977005,0.2651048004627228,0.5727151036262512,1.0,2024-07-18
bg_27346,0.8748738765716553,0.3017345666885376,0.641567587852478,5.0,2024-07-18
bg_27374,0.8477477431297302,0.2448656857013702,0.5842011570930481,12.0,2024-07-18
bg_27429,0.8894472122192383,0.3118720650672912,0.6371545791625977,5.0,2024-07-18
bg_27475,0.8648756146430969,0.3585966825485229,0.6277799010276794,6.0,2024-07-18
bg_27503,0.822385847568512,0.1648282557725906,0.4752001166343689,4.0,2024-07-18
bg_27524,0.2841563522815704,0.0523840114474296,0.2038917988538742,22.0,2024-07-18
bg_27582,0.5412026643753052,0.2799013555049896,0.5133953094482422,1.0,2024-07-18
bg_27629,0.9142438769340516,0.3175157010555267,0.623843789100647,11.0,2024-07-18
bg_27652,0.87616366147995,0.2763469517230987,0.5813868641853333,9.0,2024-07-18
bg_27653,0.9289140105247498,0.3812021613121032,0.6926084160804749,4.0,2024-07-18
bg_27710,0.7867976427078247,0.2016932964324951,0.51659095287323,16.0,2024-07-18
bg_27763,0.8782357573509216,0.316580206155777,0.6159257888793945,8.0,2024-07-18
bg_27812,0.8253992199897766,0.3498340547084808,0.6407464146614075,12.0,2024-07-18
bg_27814,0.7603407502174377,0.3337826132774353,0.627037763595581,6.0,2024-07-18
bg_27859,0.8998640775680542,0.2546534836292267,0.5754062533378601,8.0,2024-07-18
bg_27889,0.8565201163291931,0.311534434556961,0.6220071911811829,4.0,2024-07-18
bg_27893,0.345297247171402,0.0237165745347738,0.2359669804573059,12.0,2024-07-18
bg_27984,0.8734592795372009,0.3923253417015075,0.6861523389816284,4.0,2024-07-18
bg_27987,0.8297348022460938,0.2801606655120849,0.5933371782302856,12.0,2024-07-18
bg_27995,0.875229001045227,0.2723213136196136,0.5910088419914246,10.0,2024-07-18
bg_28028,0.8197921514511108,0.2370852380990982,0.5638430118560791,12.0,2024-07-18
bg_28047,0.8090291619300842,0.2859983146190643,0.5954897999763489,11.0,2024-07-18
bg_28102,0.7684366106987,0.2083652168512344,0.5278751254081726,13.0,2024-07-18
bg_28107,0.8149186968803406,0.3469302654266357,0.6472384929656982,5.0,2024-07-18
bg_28115,0.908789336681366,0.3320650160312652,0.6407270431518555,6.0,2024-07-18
bg_28133,0.8899306058883667,0.3213582932949066,0.6256784796714783,12.0,2024-07-18
bg_28161,0.8402351140975952,0.2909882366657257,0.5976983904838562,5.0,2024-07-18
bg_28282,0.8503481149673462,0.2609135210514068,0.5790838003158569,12.0,2024-07-18
bg_28289,0.8255782127380371,0.3470751345157623,0.651573896408081,12.0,2024-07-18
bg_28303,0.8581797480583191,0.3608294129371643,0.6460184454917908,4.0,2024-07-18
bg_28328,0.8184014558792114,0.2884782254695892,0.5833768844604492,10.0,2024-07-18
bg_28347,0.7056215405464172,0.1687838733196258,0.4371072649955749,12.0,2024-07-18
bg_28381,0.7558474540710449,0.3632439076900482,0.6481705904006958,4.0,2024-07-18
bg_28389,0.8937507271766663,0.3177253603935241,0.6362264156341553,6.0,2024-07-18
bg_28407,0.872259795665741,0.2958389818668365,0.6148110628128052,6.0,2024-07-18
bg_28424,0.8756301403045654,0.2845171391963959,0.6054660677909851,10.0,2024-07-18
bg_28428,0.8424364328384399,0.3780190944671631,0.6727604866027832,7.0,2024-07-18
bg_28433,0.8950133919715881,0.2951801717281341,0.607338011264801,4.0,2024-07-18
bg_28437,0.8182082772254944,0.2946358621120453,0.6314185857772827,10.0,2024-07-18
bg_28456,0.7000216841697693,0.2646252810955047,0.5313228964805603,6.0,2024-07-18
bg_28560,0.6876991987228394,0.2873116433620453,0.5166094303131104,3.0,2024-07-18
bg_28571,0.7537797093391418,0.2655860185623169,0.581612765789032,7.0,2024-07-18
bg_28636,0.8927353620529175,0.3215022683143616,0.6254684329032898,10.0,2024-07-18
bg_28690,0.8469275236129761,0.2480442523956298,0.5633835792541504,4.0,2024-07-18
